productid,attribute_name,attributevalue
12936794,Material,34
12423450,Material,34
12423452,Material,34
12445144,Material,34
12445180,Material,34
12936552,Material,34
12936608,Material,47
12936656,Material,47
12936718,Material,47
12423454,Material,34
12423456,Material,34
12445220,Material,34
12445222,Material,34
12445226,Material,34
12936554,Material,34
12936556,Material,34
12936612,Material,34
12936668,Material,60
12936670,Material,60
12936700,Material,60
12936736,Material,34
12995882,Fabric,73
12995882,Color,38
12995882,Season,6
12995890,Fabric,73
12995890,Color,43
12995890,Season,6
11351668,Color,41
11351668,Season,56
12407286,Fabric,91
13017344,Season,6
12988600,Fabric,2
12988600,Color,18
12995874,Fabric,27
12995876,Fabric,27
12995898,Fabric,2
12995904,Fabric,2
12995900,Fabric,2
12947668,Fabric,27
12947668,Color,141
12947668,Season,6
12947670,Color,45
12947670,Season,6
12657902,Fit,0
12657902,Sleeve Length,21
12657902,Fabric,10
12657902,Color,38
12657902,Neckline,4
12658000,Fit,0
12658000,Sleeve Length,48
12658000,Fabric,2
12658000,Color,205
12658000,Season,6
12658002,Fit,0
12658002,Sleeve Length,21
12658002,Fabric,2
12658002,Color,20
12658002,Season,6
12658002,Neckline,4
12658060,Fit,0
12658060,Sleeve Length,21
12658060,Fabric,16
12658060,Color,35
12658060,Season,6
12658060,Neckline,4
12658062,Fit,0
12658062,Sleeve Length,21
12658062,Fabric,16
12658062,Color,45
12658062,Season,6
12658062,Neckline,4
12407188,Fit,0
12407188,Sleeve Length,21
12407188,Fabric,16
12407188,Color,31
12407188,Season,5
12407188,Neckline,4
12657898,Category,1
12657898,Fit,0
12657898,Sleeve Length,21
12657898,Fabric,10
12657898,Color,74
12657898,Season,6
12657898,Neckline,4
13033180,Fit,36
13033180,Sleeve Length,13
13033180,Fabric,2
13033180,Color,167
13033180,Season,6
13033180,Neckline,4
12995892,Fabric,2
12995892,Color,41
12995892,Season,6
11659290,Category,1
11659290,Fit,0
11659290,Fabric,16
11659290,Color,25
11659290,Season,6
11659290,Collection,25
11659290,Neckline,4
12658692,Fit,14
12658692,Sleeve Length,3
12658692,Fabric,2
12657796,Fit,24
12657796,Sleeve Length,48
12657796,Fabric,2
12657796,Color,41
12657796,Season,6
12657796,Neckline,4
12657784,Fit,24
12657784,Sleeve Length,3
12657784,Fabric,2
12657784,Color,41
12657784,Season,6
12657784,Neckline,51
12657762,Fit,14
12657762,Sleeve Length,3
12657762,Fabric,2
12657762,Color,25
12657762,Season,6
12657762,Neckline,51
12658692,Color,40
12658692,Neckline,51
12658164,Fit,36
12658164,Sleeve Length,3
12658164,Fabric,10
12658164,Color,35
12658164,Season,6
12658164,Neckline,4
11714608,Fit,0
11714608,Sleeve Length,3
11714608,Color,141
11714608,Neckline,8
12407284,Fabric,91
12407284,Color,20
12407284,Season,5
12407710,Color,22
12530766,Fabric,2
12530766,Color,43
12947664,Fit,0
12947664,Sleeve Length,23
12947664,Fabric,2
12947664,Color,57
12947664,Season,6
12947664,Neckline,4
12974422,Fit,44
12974422,Sleeve Length,53
12974422,Fabric,2
12974422,Color,115
12974422,Season,6
12974422,Neckline,4
12990074,Fabric,72
12990074,Color,28
12990074,Season,6
12990076,Fabric,72
12990076,Color,74
12990076,Season,6
12990082,Fabric,72
12990082,Color,115
12990082,Season,6
13017332,Fabric,75
13017332,Color,28
13017332,Season,6
13017334,Fabric,75
13017334,Color,65
13017334,Season,6
13017338,Fabric,2
13017338,Color,41
13017338,Season,6
13017340,Fabric,46
13017340,Color,22
13017340,Season,6
13017342,Fit,14
13017342,Fabric,2
13017342,Color,65
13017342,Season,6
13017344,Fabric,27
13017344,Color,22
13017346,Fabric,2
13017346,Color,18
13017346,Season,6
12658512,Collection,168
13038648,Category,1
13038648,Fit,44
13038648,Sleeve Length,3
13038648,Fabric,2
13038648,Color,20
13038648,Season,6
13038648,Collection,135
13038648,Neckline,8
13038816,Category,1
13038816,Fit,0
13038816,Sleeve Length,3
13038816,Fabric,2
13038816,Color,40
13038816,Season,9
13038816,Collection,94
13038816,Neckline,4
13038818,Category,1
13038818,Fit,0
13038818,Sleeve Length,23
13038818,Fabric,2
13038818,Color,40
13038818,Season,9
13038818,Collection,94
13038818,Neckline,4
13038822,Category,1
13038822,Fit,0
13038822,Sleeve Length,3
13038822,Fabric,2
13038822,Color,40
13038822,Season,9
13038822,Collection,94
13038822,Neckline,4
13038824,Category,1
13038824,Fit,0
13038824,Sleeve Length,21
13038824,Fabric,2
13038824,Color,40
13038824,Season,9
13038824,Collection,94
13038824,Neckline,4
13038826,Category,1
13038826,Fit,0
13038826,Sleeve Length,3
13038826,Fabric,2
13038826,Color,40
13038826,Season,9
13038826,Collection,94
13038826,Neckline,8
13038828,Category,1
13038828,Fit,14
13038828,Sleeve Length,3
13038828,Fabric,10
13038828,Color,32
13038828,Season,9
13038828,Collection,94
13038828,Neckline,4
13038832,Category,1
13038832,Fit,37
13038832,Sleeve Length,3
13038832,Fabric,2
13038832,Color,40
13038832,Season,9
13038832,Collection,94
13038832,Neckline,8
13038834,Category,1
13038834,Fit,44
13038834,Sleeve Length,3
13038834,Fabric,88
13038834,Color,32
13038834,Season,9
13038834,Collection,94
13038834,Neckline,8
13038848,Category,1
13038848,Fit,44
13038848,Sleeve Length,3
13038848,Fabric,2
13038848,Color,65
13038848,Season,9
13038848,Collection,92
13038848,Neckline,4
13038850,Category,1
13038850,Fit,44
13038850,Sleeve Length,104
13038850,Fabric,2
13038850,Color,54
13038850,Season,9
13038850,Collection,92
13038850,Neckline,8
13038852,Category,1
13038852,Fit,0
13038852,Sleeve Length,13
13038852,Fabric,2
13038852,Color,20
13038852,Season,9
13038852,Collection,92
13038852,Neckline,8
13038854,Category,1
13038854,Fit,36
13038854,Sleeve Length,113
13038854,Fabric,2
13038854,Color,153
13038854,Season,9
13038854,Collection,92
13038854,Neckline,4
13038856,Category,1
13038856,Fit,36
13038856,Sleeve Length,113
13038856,Fabric,2
13038856,Color,22
13038856,Season,9
13038856,Collection,92
13038856,Neckline,4
13038858,Category,1
13038858,Fit,0
13038858,Sleeve Length,3
13038858,Fabric,2
13038858,Color,22
13038858,Season,9
13038858,Collection,92
13038858,Neckline,8
13038862,Category,1
13038862,Fit,36
13038862,Sleeve Length,3
13038862,Fabric,2
13038862,Color,22
13038862,Season,9
13038862,Collection,92
13038862,Neckline,4
13038864,Category,1
13038864,Fit,36
13038864,Sleeve Length,3
13038864,Fabric,2
13038864,Color,35
13038864,Season,9
13038864,Collection,92
13038864,Neckline,4
13038866,Category,1
13038866,Fit,0
13038866,Sleeve Length,3
13038866,Fabric,2
13038866,Color,84
13038866,Season,9
13038866,Collection,92
13038866,Neckline,4
13038868,Category,1
13038868,Fit,0
13038868,Sleeve Length,3
13038868,Fabric,2
13038868,Color,22
13038868,Season,9
13038868,Collection,92
13038868,Neckline,4
13038888,Category,1
13038888,Fit,0
13038888,Sleeve Length,3
13038888,Fabric,2
13038888,Color,28
13038888,Season,9
13038888,Collection,50
13038888,Neckline,8
13038890,Category,1
13038890,Fit,0
13038890,Sleeve Length,3
13038890,Fabric,2
13038890,Color,137
13038890,Season,9
13038890,Collection,50
13038890,Neckline,8
13038892,Category,1
13038892,Fit,0
13038892,Sleeve Length,3
13038892,Fabric,2
13038892,Color,17
13038892,Season,9
13038892,Collection,50
13038892,Neckline,8
13038942,Category,1
13038942,Fit,0
13038942,Sleeve Length,3
13038942,Fabric,2
13038942,Color,20
13038942,Season,9
13038942,Collection,85
13038942,Neckline,4
13038944,Category,1
13038944,Fit,0
13038944,Sleeve Length,3
13038944,Fabric,2
13038944,Color,65
13038944,Season,9
13038944,Collection,85
13038944,Neckline,49
13038946,Category,1
13038946,Fit,0
13038946,Fabric,2
13038946,Color,35
13038946,Season,9
13038946,Collection,85
13038946,Neckline,4
13038948,Category,1
13038948,Fit,0
13038948,Sleeve Length,23
13038948,Fabric,16
13038948,Color,76
13038948,Season,9
13038948,Collection,85
13038948,Neckline,4
13038950,Category,1
13038950,Fit,44
13038950,Sleeve Length,3
13038950,Fabric,16
13038950,Color,20
13038950,Season,9
13038950,Collection,85
13038950,Neckline,8
13038952,Category,1
13038952,Fit,0
13038952,Sleeve Length,3
13038952,Fabric,2
13038952,Color,22
13038952,Season,9
13038952,Collection,85
13038952,Neckline,8
13038954,Category,1
13038954,Fit,14
13038954,Sleeve Length,3
13038954,Fabric,16
13038954,Color,65
13038954,Season,9
13038954,Collection,85
13038954,Neckline,8
13038956,Category,1
13038956,Fit,0
13038956,Sleeve Length,3
13038956,Fabric,16
13038956,Color,35
13038956,Season,9
13038956,Collection,85
13038956,Neckline,4
13038960,Category,1
13038960,Fit,36
13038960,Sleeve Length,48
13038960,Fabric,2
13038960,Color,35
13038960,Season,9
13038960,Collection,85
13038960,Neckline,8
13038962,Category,1
13038962,Fit,24
13038962,Sleeve Length,48
13038962,Fabric,2
13038962,Color,214
13038962,Season,9
13038962,Collection,85
13038962,Neckline,8
13038966,Category,1
13038966,Fit,0
13038966,Sleeve Length,3
13038966,Fabric,16
13038966,Color,18
13038966,Season,9
13038966,Collection,96
13038966,Neckline,8
13038968,Category,1
13038968,Fit,0
13038968,Sleeve Length,3
13038968,Fabric,16
13038968,Color,18
13038968,Season,9
13038968,Collection,96
13038968,Neckline,26
13038974,Category,1
13038974,Fit,0
13038974,Sleeve Length,3
13038974,Fabric,16
13038974,Color,18
13038974,Season,9
13038974,Collection,96
13038974,Neckline,4
13038976,Category,1
13038976,Fit,0
13038976,Sleeve Length,3
13038976,Fabric,16
13038976,Color,18
13038976,Season,9
13038976,Collection,96
13038976,Neckline,26
13038978,Category,1
13038978,Fit,0
13038978,Sleeve Length,3
13038978,Fabric,16
13038978,Color,18
13038978,Season,9
13038978,Collection,96
13038978,Neckline,8
13038980,Category,1
13038980,Fit,44
13038980,Sleeve Length,3
13038980,Fabric,16
13038980,Color,18
13038980,Season,9
13038980,Collection,96
13038980,Neckline,8
13038982,Category,1
13038982,Fit,36
13038982,Sleeve Length,3
13038982,Fabric,16
13038982,Color,18
13038982,Season,9
13038982,Collection,96
13038982,Neckline,49
13039006,Category,1
13039006,Fit,37
13039006,Sleeve Length,3
13039006,Fabric,10
13039006,Color,22
13039006,Season,9
13039006,Collection,67
13039006,Neckline,8
13039012,Category,1
13039012,Fit,37
13039012,Sleeve Length,3
13039012,Fabric,10
13039012,Color,18
13039012,Season,9
13039012,Collection,67
13039012,Neckline,4
13039018,Category,1
13039018,Fit,24
13039018,Sleeve Length,13
13039018,Fabric,10
13039018,Color,62
13039018,Season,9
13039018,Collection,67
13039018,Neckline,4
13039020,Category,1
13039020,Fit,14
13039020,Sleeve Length,13
13039020,Fabric,10
13039020,Color,126
13039020,Season,9
13039020,Collection,67
13039020,Neckline,4
13039022,Category,1
13039022,Fit,14
13039022,Sleeve Length,13
13039022,Fabric,10
13039022,Color,31
13039022,Season,9
13039022,Collection,67
13039022,Neckline,4
13039024,Category,1
13039024,Fit,0
13039024,Sleeve Length,3
13039024,Fabric,16
13039024,Color,207
13039024,Season,9
13039024,Collection,67
13039024,Neckline,4
13039026,Category,1
13039026,Fit,0
13039026,Sleeve Length,3
13039026,Fabric,16
13039026,Color,52
13039026,Season,9
13039026,Collection,67
13039026,Neckline,4
13039028,Category,1
13039028,Fit,0
13039028,Sleeve Length,3
13039028,Fabric,16
13039028,Color,17
13039028,Season,9
13039028,Collection,67
13039028,Neckline,4
13039030,Category,1
13039030,Fit,0
13039030,Sleeve Length,3
13039030,Fabric,16
13039030,Color,86
13039030,Season,9
13039030,Collection,67
13039030,Neckline,4
13039032,Category,1
13039032,Fit,0
13039032,Sleeve Length,3
13039032,Fabric,10
13039032,Color,18
13039032,Season,9
13039032,Collection,67
13039032,Neckline,26
13039034,Category,1
13039034,Fit,0
13039034,Sleeve Length,3
13039034,Fabric,10
13039034,Color,32
13039034,Season,9
13039034,Collection,67
13039034,Neckline,4
13039038,Category,1
13039038,Fit,0
13039038,Sleeve Length,3
13039038,Fabric,46
13039038,Color,59
13039038,Season,9
13039038,Collection,67
13039038,Neckline,4
13039040,Category,1
13039040,Fit,0
13039040,Sleeve Length,3
13039040,Fabric,46
13039040,Color,17
13039040,Season,9
13039040,Collection,67
13039040,Neckline,4
13039042,Category,1
13039042,Fit,0
13039042,Sleeve Length,23
13039042,Fabric,10
13039042,Color,69
13039042,Season,9
13039042,Collection,67
13039042,Neckline,4
13039044,Category,1
13039044,Fit,0
13039044,Sleeve Length,23
13039044,Fabric,10
13039044,Color,45
13039044,Season,9
13039044,Collection,67
13039044,Neckline,4
13039050,Category,1
13039050,Fit,0
13039050,Sleeve Length,3
13039050,Fabric,16
13039050,Color,31
13039050,Season,9
13039050,Collection,67
13039050,Neckline,4
13039058,Category,1
13039058,Fit,37
13039058,Sleeve Length,48
13039058,Fabric,39
13039058,Color,174
13039058,Season,9
13039058,Collection,67
13039058,Neckline,4
13039062,Category,1
13039062,Fit,0
13039062,Sleeve Length,3
13039062,Fabric,46
13039062,Color,35
13039062,Season,9
13039062,Collection,67
13039062,Neckline,8
13039064,Category,1
13039064,Fit,0
13039064,Sleeve Length,3
13039064,Fabric,46
13039064,Color,17
13039064,Season,9
13039064,Collection,67
13039064,Neckline,8
13039066,Category,1
13039066,Fit,0
13039066,Sleeve Length,3
13039066,Fabric,46
13039066,Color,38
13039066,Season,9
13039066,Collection,67
13039066,Neckline,26
13039068,Category,1
13039068,Fit,0
13039068,Sleeve Length,3
13039068,Fabric,46
13039068,Color,28
13039068,Season,9
13039068,Collection,67
13039068,Neckline,8
13039070,Category,1
13039070,Fit,0
13039070,Sleeve Length,23
13039070,Fabric,46
13039070,Color,20
13039070,Season,9
13039070,Collection,67
13039070,Neckline,4
13039076,Category,1
13039076,Fit,0
13039076,Sleeve Length,3
13039076,Fabric,16
13039076,Color,25
13039076,Season,9
13039076,Collection,25
13039076,Neckline,4
13039078,Category,1
13039078,Fit,0
13039078,Sleeve Length,3
13039078,Fabric,39
13039078,Color,25
13039078,Season,9
13039078,Collection,25
13039078,Neckline,4
13039080,Category,1
13039080,Fit,0
13039080,Sleeve Length,3
13039080,Fabric,2
13039080,Color,25
13039080,Season,9
13039080,Collection,25
13039080,Neckline,4
13039084,Category,1
13039084,Fit,0
13039084,Sleeve Length,23
13039084,Fabric,39
13039084,Color,25
13039084,Season,9
13039084,Collection,25
13039084,Neckline,4
13039086,Category,1
13039086,Fit,14
13039086,Sleeve Length,3
13039086,Fabric,2
13039086,Color,25
13039086,Season,9
13039086,Collection,25
13039086,Neckline,4
13039090,Category,1
13039090,Fit,44
13039090,Sleeve Length,3
13039090,Fabric,16
13039090,Color,25
13039090,Season,9
13039090,Collection,25
13039090,Neckline,4
13039092,Category,1
13039092,Fit,0
13039092,Sleeve Length,3
13039092,Fabric,39
13039092,Color,25
13039092,Season,9
13039092,Collection,25
13039092,Neckline,8
13039094,Category,1
13039094,Fit,0
13039094,Sleeve Length,3
13039094,Fabric,2
13039094,Color,25
13039094,Season,9
13039094,Collection,25
13039094,Neckline,8
13039096,Category,1
13039096,Fit,0
13039096,Sleeve Length,3
13039096,Fabric,2
13039096,Color,25
13039096,Season,9
13039096,Collection,25
13039096,Neckline,8
13039098,Category,1
13039098,Fit,24
13039098,Sleeve Length,13
13039098,Fabric,39
13039098,Color,25
13039098,Season,9
13039098,Collection,25
13039098,Neckline,8
13039102,Category,1
13039102,Fit,24
13039102,Sleeve Length,3
13039102,Fabric,39
13039102,Color,25
13039102,Season,9
13039102,Collection,25
13039102,Neckline,8
13039106,Category,1
13039106,Fit,0
13039106,Sleeve Length,3
13039106,Fabric,16
13039106,Color,25
13039106,Season,9
13039106,Collection,25
13039106,Neckline,8
13039114,Category,1
13039114,Fit,14
13039114,Sleeve Length,3
13039114,Fabric,91
13039114,Color,18
13039114,Season,9
13039114,Collection,212
13039114,Neckline,4
13039132,Category,1
13039132,Fit,44
13039132,Sleeve Length,48
13039132,Fabric,39
13039132,Color,131
13039132,Season,9
13039132,Collection,105
13039132,Neckline,8
13039134,Category,1
13039134,Fit,24
13039134,Sleeve Length,3
13039134,Fabric,39
13039134,Color,71
13039134,Season,9
13039134,Collection,105
13039134,Neckline,8
13039140,Category,1
13039140,Fit,0
13039140,Sleeve Length,13
13039140,Fabric,39
13039140,Color,18
13039140,Season,9
13039140,Collection,105
13039140,Neckline,4
13039146,Category,1
13039146,Fit,0
13039146,Sleeve Length,3
13039146,Fabric,39
13039146,Color,40
13039146,Season,9
13039146,Collection,105
13039146,Neckline,4
13039148,Category,1
13039148,Fit,44
13039148,Sleeve Length,113
13039148,Fabric,39
13039148,Color,18
13039148,Season,9
13039148,Collection,105
13039148,Neckline,4
13039150,Category,1
13039150,Fit,0
13039150,Sleeve Length,3
13039150,Fabric,39
13039150,Color,28
13039150,Season,9
13039150,Collection,105
13039150,Neckline,26
13039152,Category,1
13039152,Fit,0
13039152,Sleeve Length,3
13039152,Fabric,16
13039152,Color,215
13039152,Season,9
13039152,Collection,105
13039152,Neckline,8
13039154,Category,1
13039154,Fit,0
13039154,Sleeve Length,3
13039154,Fabric,39
13039154,Color,71
13039154,Season,9
13039154,Collection,105
13039154,Neckline,8
13039354,Category,1
13039354,Fit,0
13039354,Sleeve Length,3
13039354,Fabric,39
13039354,Color,62
13039354,Season,9
13039354,Collection,109
13039354,Neckline,8
13039356,Category,1
13039356,Fit,0
13039356,Sleeve Length,13
13039356,Fabric,39
13039356,Color,18
13039356,Season,9
13039356,Collection,109
13039356,Neckline,4
13039362,Category,1
13039362,Fit,0
13039362,Sleeve Length,21
13039362,Fabric,39
13039362,Color,62
13039362,Season,9
13039362,Collection,109
13039362,Neckline,26
13039372,Category,1
13039372,Fit,0
13039372,Sleeve Length,3
13039372,Fabric,39
13039372,Color,62
13039372,Season,9
13039372,Collection,109
13039372,Neckline,8
13039384,Category,1
13039384,Fit,44
13039384,Sleeve Length,21
13039384,Fabric,10
13039384,Color,17
13039384,Season,9
13039384,Collection,89
13039384,Neckline,4
13039386,Category,1
13039386,Fit,36
13039386,Sleeve Length,3
13039386,Fabric,16
13039386,Color,86
13039386,Season,9
13039386,Collection,89
13039386,Neckline,8
13039390,Category,1
13039390,Fit,37
13039390,Sleeve Length,3
13039390,Fabric,16
13039390,Color,86
13039390,Season,9
13039390,Collection,89
13039390,Neckline,8
13039396,Category,1
13039396,Fit,0
13039396,Sleeve Length,3
13039396,Fabric,16
13039396,Color,17
13039396,Season,9
13039396,Collection,89
13039396,Neckline,4
13039398,Category,1
13039398,Fit,0
13039398,Sleeve Length,3
13039398,Fabric,16
13039398,Color,86
13039398,Season,9
13039398,Collection,89
13039398,Neckline,4
13039400,Category,1
13039400,Fit,44
13039400,Sleeve Length,3
13039400,Fabric,10
13039400,Color,17
13039400,Season,9
13039400,Collection,89
13039400,Neckline,26
13039408,Category,1
13039408,Fit,0
13039408,Sleeve Length,3
13039408,Fabric,10
13039408,Color,17
13039408,Season,9
13039408,Collection,89
13039408,Neckline,8
13039434,Category,1
13039434,Fit,14
13039434,Sleeve Length,3
13039434,Fabric,39
13039434,Color,17
13039434,Season,9
13039434,Collection,82
13039434,Neckline,4
13039436,Category,1
13039436,Fit,24
13039436,Sleeve Length,53
13039436,Fabric,10
13039436,Color,22
13039436,Season,9
13039436,Collection,82
13039436,Neckline,4
13039448,Category,1
13039448,Fit,0
13039448,Sleeve Length,3
13039448,Fabric,46
13039448,Color,22
13039448,Season,9
13039448,Collection,82
13039448,Neckline,8
13039450,Category,1
13039450,Fit,0
13039450,Sleeve Length,3
13039450,Fabric,10
13039450,Color,17
13039450,Season,9
13039450,Collection,82
13039450,Neckline,8
13039452,Category,1
13039452,Fit,0
13039452,Sleeve Length,3
13039452,Fabric,46
13039452,Color,17
13039452,Season,9
13039452,Collection,82
13039452,Neckline,4
13039454,Category,1
13039454,Fit,0
13039454,Sleeve Length,3
13039454,Fabric,46
13039454,Color,18
13039454,Season,9
13039454,Collection,82
13039454,Neckline,4
13039456,Category,1
13039456,Fit,0
13039456,Sleeve Length,3
13039456,Fabric,46
13039456,Color,57
13039456,Season,9
13039456,Collection,82
13039456,Neckline,4
13039458,Category,1
13039458,Fit,0
13039458,Sleeve Length,3
13039458,Fabric,46
13039458,Color,22
13039458,Season,9
13039458,Collection,82
13039458,Neckline,4
13039460,Category,1
13039460,Fit,14
13039460,Sleeve Length,3
13039460,Fabric,46
13039460,Color,22
13039460,Season,9
13039460,Collection,82
13039460,Neckline,49
13039466,Category,1
13039466,Fit,0
13039466,Sleeve Length,3
13039466,Fabric,39
13039466,Color,69
13039466,Season,9
13039466,Collection,77
13039466,Neckline,4
13039468,Category,1
13039468,Fit,44
13039468,Sleeve Length,3
13039468,Fabric,39
13039468,Color,63
13039468,Season,9
13039468,Collection,77
13039468,Neckline,8
13039470,Category,1
13039470,Fit,0
13039470,Sleeve Length,3
13039470,Fabric,39
13039470,Color,63
13039470,Season,9
13039470,Collection,77
13039470,Neckline,8
13039472,Category,1
13039472,Fit,0
13039472,Sleeve Length,21
13039472,Fabric,39
13039472,Color,63
13039472,Season,9
13039472,Collection,77
13039472,Neckline,4
13039474,Category,1
13039474,Fit,0
13039474,Sleeve Length,23
13039474,Fabric,39
13039474,Color,69
13039474,Season,9
13039474,Collection,77
13039474,Neckline,26
13039476,Category,1
13039476,Fit,14
13039476,Sleeve Length,48
13039476,Fabric,39
13039476,Color,63
13039476,Season,9
13039476,Collection,77
13039476,Neckline,8
13039478,Category,1
13039478,Fit,0
13039478,Sleeve Length,3
13039478,Fabric,39
13039478,Color,69
13039478,Season,9
13039478,Collection,77
13039478,Neckline,4
13039480,Category,1
13039480,Fit,0
13039480,Sleeve Length,3
13039480,Fabric,39
13039480,Color,63
13039480,Season,9
13039480,Collection,77
13039480,Neckline,49
13039484,Category,1
13039484,Fit,44
13039484,Sleeve Length,3
13039484,Fabric,75
13039484,Color,69
13039484,Season,9
13039484,Collection,77
13039484,Neckline,8
13039490,Category,1
13039490,Fit,44
13039490,Sleeve Length,3
13039490,Fabric,39
13039490,Color,69
13039490,Season,9
13039490,Collection,77
13039490,Neckline,26
13039876,Category,1
13039876,Fit,24
13039876,Sleeve Length,48
13039876,Fabric,2
13039876,Color,17
13039876,Season,9
13039876,Collection,97
13039876,Neckline,49
13039878,Category,1
13039878,Fit,44
13039878,Sleeve Length,48
13039878,Fabric,2
13039878,Color,59
13039878,Season,9
13039878,Collection,97
13039878,Neckline,4
13039880,Category,1
13039880,Fit,0
13039880,Sleeve Length,48
13039880,Fabric,2
13039880,Color,59
13039880,Season,9
13039880,Collection,97
13039880,Neckline,8
13039882,Category,1
13039882,Fit,0
13039882,Sleeve Length,13
13039882,Fabric,2
13039882,Color,32
13039882,Season,9
13039882,Collection,97
13039882,Neckline,49
13039884,Category,1
13039884,Fit,0
13039884,Sleeve Length,13
13039884,Fabric,2
13039884,Color,83
13039884,Season,9
13039884,Collection,97
13039884,Neckline,49
13039886,Category,1
13039886,Fit,44
13039886,Sleeve Length,48
13039886,Fabric,2
13039886,Color,38
13039886,Season,9
13039886,Collection,97
13039886,Neckline,8
13039888,Category,1
13039888,Fit,44
13039888,Sleeve Length,48
13039888,Fabric,2
13039888,Color,61
13039888,Season,9
13039888,Collection,97
13039888,Neckline,8
13039890,Category,1
13039890,Fit,44
13039890,Sleeve Length,3
13039890,Fabric,2
13039890,Color,83
13039890,Season,9
13039890,Collection,97
13039890,Neckline,8
13039892,Category,1
13039892,Fit,0
13039892,Sleeve Length,3
13039892,Fabric,2
13039892,Color,203
13039892,Season,9
13039892,Collection,101
13039892,Neckline,4
13039894,Category,1
13039894,Fit,0
13039894,Sleeve Length,3
13039894,Fabric,10
13039894,Color,54
13039894,Season,9
13039894,Collection,101
13039894,Neckline,8
13039896,Category,1
13039896,Fit,44
13039896,Sleeve Length,3
13039896,Fabric,2
13039896,Color,54
13039896,Season,9
13039896,Collection,97
13039896,Neckline,8
13039898,Category,1
13039898,Fit,44
13039898,Sleeve Length,3
13039898,Fabric,2
13039898,Color,146
13039898,Season,9
13039898,Collection,101
13039898,Neckline,8
13039902,Category,1
13039902,Fit,44
13039902,Sleeve Length,3
13039902,Fabric,10
13039902,Color,17
13039902,Season,9
13039902,Collection,101
13039902,Neckline,8
13039904,Category,1
13039904,Fit,0
13039904,Sleeve Length,3
13039904,Fabric,2
13039904,Color,146
13039904,Season,9
13039904,Collection,101
13039904,Neckline,8
13039906,Category,1
13039906,Fit,0
13039906,Sleeve Length,3
13039906,Fabric,2
13039906,Color,28
13039906,Season,9
13039906,Collection,101
13039906,Neckline,8
13039908,Category,1
13039908,Fit,44
13039908,Sleeve Length,48
13039908,Fabric,2
13039908,Color,28
13039908,Season,9
13039908,Collection,101
13039908,Neckline,8
13039910,Category,1
13039910,Fit,0
13039910,Sleeve Length,3
13039910,Fabric,39
13039910,Color,62
13039910,Season,9
13039910,Collection,81
13039910,Neckline,8
13039912,Category,1
13039912,Fit,44
13039912,Sleeve Length,48
13039912,Fabric,39
13039912,Color,83
13039912,Season,9
13039912,Collection,81
13039912,Neckline,4
13039914,Category,1
13039914,Fit,0
13039914,Sleeve Length,3
13039914,Fabric,39
13039914,Color,83
13039914,Season,9
13039914,Collection,81
13039914,Neckline,4
13039916,Category,1
13039916,Fit,0
13039916,Sleeve Length,21
13039916,Fabric,39
13039916,Color,62
13039916,Season,9
13039916,Collection,81
13039916,Neckline,4
13039918,Category,1
13039918,Fit,24
13039918,Sleeve Length,21
13039918,Fabric,39
13039918,Color,62
13039918,Season,9
13039918,Collection,81
13039918,Neckline,8
13039920,Category,1
13039920,Fit,36
13039920,Sleeve Length,3
13039920,Fabric,39
13039920,Color,62
13039920,Season,9
13039920,Collection,81
13039920,Neckline,49
13039922,Category,1
13039922,Fit,44
13039922,Sleeve Length,3
13039922,Fabric,39
13039922,Color,62
13039922,Season,9
13039922,Collection,81
13039922,Neckline,4
13039088,Category,1
13039088,Fit,14
13039088,Sleeve Length,23
13039088,Fabric,2
13039088,Color,159
13039088,Season,9
13039088,Collection,25
13039088,Neckline,26
13038922,Category,1
13038922,Fit,0
13038922,Sleeve Length,13
13038922,Fabric,39
13038922,Color,40
13038922,Season,9
13038922,Collection,110
13038922,Neckline,4
13038926,Category,1
13038926,Fit,0
13038926,Sleeve Length,13
13038926,Fabric,39
13038926,Color,18
13038926,Season,9
13038926,Collection,110
13038926,Neckline,4
13038930,Category,1
13038930,Fit,0
13038930,Sleeve Length,13
13038930,Fabric,39
13038930,Color,63
13038930,Season,9
13038930,Collection,110
13038930,Neckline,4
13038932,Category,1
13038932,Fit,0
13038932,Sleeve Length,13
13038932,Fabric,39
13038932,Color,102
13038932,Season,9
13038932,Collection,110
13038932,Neckline,4
13038934,Category,1
13038934,Fit,0
13038934,Sleeve Length,13
13038934,Fabric,39
13038934,Color,40
13038934,Season,9
13038934,Collection,110
13038934,Neckline,4
13038938,Category,1
13038938,Fit,0
13038938,Sleeve Length,13
13038938,Fabric,39
13038938,Color,18
13038938,Season,9
13038938,Collection,110
13038938,Neckline,4
13038940,Category,1
13038940,Fit,0
13038940,Sleeve Length,13
13038940,Fabric,39
13038940,Color,17
13038940,Season,9
13038940,Collection,110
13038940,Neckline,4
13039366,Category,1
13039366,Fit,0
13039366,Sleeve Length,23
13039366,Fabric,39
13039366,Color,62
13039366,Season,9
13039366,Collection,109
13039366,Neckline,4
13039440,Category,1
13039440,Fit,0
13039440,Sleeve Length,21
13039440,Fabric,46
13039440,Color,22
13039440,Season,9
13039440,Collection,82
13039440,Neckline,4
13039462,Category,1
13039462,Fit,0
13039462,Sleeve Length,48
13039462,Fabric,39
13039462,Color,63
13039462,Season,9
13039462,Collection,77
13039462,Neckline,26
13039924,Category,1
13039924,Fit,0
13039924,Sleeve Length,48
